Metric, Organic traffic, Organic pages, Organic positions: 1–3, Organic positions: 4–10, SERP Features: Featured snippet (Owned), SERP Features: AI Overview (Owned), SERP Features: Local pack (Owned), SERP Features: Sitelinks (Owned), SERP Features: Top stories (Owned), SERP Features: Image pack (Owned), SERP Features: Videos (Owned), SERP Features: Discussions and forums (Owned), SERP Features: X (Twitter) (Owned), SERP Features: Top ads (Owned), SERP Features: Bottom ads (Owned), SERP Features: Paid sitelinks (Owned), SERP Features: Shopping ads (Owned), SERP Features: Knowledge card (Owned), SERP Features: Knowledge panel (Owned), SERP Features: People also ask (Owned), SERP Features: Thumbnail (Owned), SERP Features: Video preview (Owned), SERP Features: Shopping (Owned), Organic entities (traffic): Skyscanner, Organic entities (traffic): United Airlines, Organic entities (traffic): Southwest Airlines, Organic entities (traffic): Delta Air Lines, Organic entities (traffic): JetBlue, Organic traffic: Branded, Organic traffic: Non-branded, Organic positions by intent: Informational, Organic positions by intent: Navigational, Organic positions by intent: Commercial, Organic positions by intent: Transactional, Organic positions by intent: Branded, Organic positions by intent: Local
Volume, Monthly volume, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, Monthly volume, Monthly volume, Monthly volume, Monthly volume, Monthly volume, Monthly volume, Monthly volume, -, -, -, -, -, -
Location, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations
2023-05-14, 94358, 972, 2705, 7542, 526., 0., 0., 967., 0., 1978., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4806., 0., 0., 6531, 355, 329, 76, 55, 13017, 81341, 80637, 2102, 22865, 10499, 28548, 15169
2023-05-15, 93663, 975, 2693, 7505, 519., 0., 0., 953., 0., 1985., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4705., 0., 0., 6524, 348, 338, 79, 51, 12988, 80675, 80209, 2110, 22717, 10450, 28321, 15064
2023-05-16, 93031, 977, 2688, 7492, 518., 0., 0., 946., 0., 1990., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4610., 0., 0., 6295, 344, 334, 79, 51, 12753, 80278, 79753, 2114, 22570, 10384, 28085, 14961
2023-05-17, 93217, 980, 2689, 7489, 515., 0., 0., 942., 0., 1988., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4653., 0., 0., 6171, 345, 306, 78, 50, 12529, 80688, 79339, 2107, 22413, 10315, 27860, 14824
2023-05-18, 93790, 981, 2678, 7486, 512., 0., 0., 933., 0., 1980., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4688., 0., 0., 6553, 358, 306, 78, 50, 13128, 80661, 78986, 2094, 22282, 10252, 27681, 14694
2023-05-19, 92444, 982, 2672, 7465, 514., 0., 0., 935., 0., 1972., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4720., 0., 0., 6551, 355, 305, 78, 50, 12975, 79469, 78597, 2073, 22108, 10157, 27450, 14589
2023-05-20, 92919, 981, 2674, 7445, 518., 0., 0., 943., 0., 1965., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4716., 0., 0., 6441, 354, 305, 79, 50, 13267, 79652, 78290, 2059, 22023, 10128, 27256, 14506
2023-05-21, 93931, 982, 2681, 7427, 517., 0., 0., 945., 0., 1954., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4760., 0., 0., 6563, 351, 303, 79, 50, 13479, 80453, 77898, 2055, 21899, 10064, 27039, 14395
2023-05-22, 94714, 980, 2684, 7413, 522., 0., 0., 936., 0., 1952., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4775., 0., 0., 6561, 347, 299, 78, 50, 13487, 81227, 77593, 2044, 21813, 10032, 26857, 14287
2023-05-23, 96723, 976, 2687, 7386, 524., 0., 0., 936., 0., 1934., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4834., 0., 0., 6884, 342, 298, 79, 50, 13810, 82913, 77197, 2041, 21719, 10000, 26664, 14163
2023-05-24, 96887, 973, 2685, 7374, 521., 0., 0., 930., 0., 1915., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4842., 0., 0., 6936, 339, 295, 81, 50, 13848, 83039, 76700, 2025, 21517, 9886, 26341, 14029
2023-05-25, 96922, 971, 2683, 7369, 514., 0., 0., 929., 0., 1903., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4818., 0., 0., 6946, 333, 291, 81, 50, 13829, 83093, 76103, 2010, 21336, 9787, 26033, 13871
2023-05-26, 96246, 971, 2672, 7377, 516., 0., 0., 926., 0., 1892., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4817., 0., 0., 6944, 328, 292, 80, 50, 13734, 82511, 75681, 2018, 21228, 9730, 25775, 13763
2023-05-27, 96794, 967, 2676, 7348, 520., 0., 0., 932., 0., 1884., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4844., 0., 0., 6835, 338, 293, 80, 50, 13595, 83199, 75435, 2058, 21276, 9747, 25652, 13644
2023-05-28, 98167, 966, 2687, 7326, 513., 0., 0., 917., 0., 1860., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4862., 0., 0., 6738, 329, 292, 81, 50, 13613, 84553, 75169, 2060, 21281, 9744, 25468, 13574
2023-05-29, 97667, 960, 2691, 7312, 512., 0., 0., 891., 0., 1848., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4903., 0., 0., 6765, 323, 291, 82, 50, 13558, 84110, 74579, 2018, 21050, 9605, 25089, 13455
2023-05-30, 96775, 954, 2695, 7282, 505., 0., 0., 889., 0., 1850., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4964., 0., 0., 6795, 318, 292, 82, 52, 13448, 83328, 73990, 1994, 20850, 9495, 24777, 13283
2023-05-31, 96072, 950, 2695, 7259, 503., 0., 0., 884., 0., 1852., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5087., 0., 0., 6795, 316, 295, 81, 52, 13405, 82667, 73638, 1995, 20766, 9457, 24567, 13191
2023-06-01, 95955, 948, 2695, 7250, 502., 0., 0., 879., 0., 1844., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5203., 0., 0., 6796, 314, 369, 84, 52, 13484, 82472, 73228, 1971, 20601, 9381, 24329, 13078
2023-06-02, 95865, 949, 2685, 7255, 503., 0., 0., 879., 0., 1836., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5345., 0., 0., 6873, 302, 369, 84, 52, 13470, 82395, 72920, 1954, 20481, 9312, 24113, 13005
2023-06-03, 97224, 947, 2672, 7254, 501., 0., 0., 888., 0., 1829., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5433., 0., 0., 6874, 296, 379, 87, 52, 13429, 83794, 72607, 1935, 20344, 9229, 23878, 12978
2023-06-04, 97139, 946, 2671, 7233, 499., 0., 0., 894., 0., 1822., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5523., 0., 0., 6874, 286, 379, 88, 52, 13449, 83690, 72275, 1914, 20217, 9145, 23678, 12894
2023-06-05, 97202, 944, 2671, 7228, 496., 0., 0., 883., 0., 1814., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5628., 0., 0., 6975, 283, 395, 88, 57, 13538, 83664, 72121, 1896, 20153, 9116, 23563, 12831
2023-06-06, 97390, 938, 2671, 7222, 494., 0., 0., 894., 0., 1802., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5713., 0., 0., 6875, 289, 395, 94, 57, 13489, 83901, 72045, 1897, 20144, 9125, 23513, 12801
2023-06-07, 95449, 937, 2663, 7240, 494., 0., 0., 894., 0., 1802., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5712., 0., 0., 6873, 293, 382, 88, 57, 13473, 81976, 72070, 1892, 20132, 9131, 23483, 12769
2023-06-08, 95457, 937, 2663, 7241, 494., 0., 0., 894., 0., 1802., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5712., 0., 0., 6873, 293, 382, 88, 57, 13478, 81979, 72071, 1892, 20131, 9130, 23477, 12770
2023-06-09, 95457, 937, 2663, 7241, 499., 0., 0., 895., 0., 1795., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5844., 0., 0., 6873, 293, 382, 88, 57, 13478, 81979, 72071, 1892, 20131, 9130, 23477, 12770
2023-06-10, 96052, 934, 2669, 7226, 525., 0., 0., 894., 0., 1849., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 6169., 0., 0., 6804, 297, 382, 87, 57, 13412, 82641, 72096, 1895, 20158, 9148, 23448, 12781
2023-06-11, 98291, 935, 2729, 7372, 563., 0., 0., 911., 0., 1914., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 6489., 0., 0., 6969, 281, 419, 84, 63, 13942, 84349, 73349, 1925, 20537, 9308, 23801, 12974
2023-06-12, 101720, 933, 2867, 7710, 620., 0., 0., 942., 0., 2084., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 7090., 0., 0., 7010, 283, 420, 84, 64, 14014, 87707, 76214, 1972, 21271, 9632, 24556, 13431
2023-06-13, 103758, 934, 3136, 8324, 675., 0., 0., 973., 0., 2275., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 7735., 0., 0., 6938, 286, 436, 84, 64, 14491, 89268, 81739, 2073, 22621, 10225, 26022, 14281
2023-06-14, 106220, 935, 3390, 8901, 725., 0., 0., 991., 0., 2411., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 8282., 0., 0., 7172, 293, 401, 84, 65, 14802, 91419, 87199, 2225, 24149, 10960, 27438, 15232
2023-06-15, 109453, 938, 3600, 9443, 770., 0., 0., 1004., 0., 2579., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 8778., 0., 0., 7290, 300, 402, 82, 67, 15084, 94369, 92267, 2351, 25663, 11658, 28739, 16176
2023-06-16, 111951, 941, 3795, 9916, 795., 0., 0., 1019., 0., 2723., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 9234., 0., 0., 7620, 319, 398, 84, 67, 15504, 96447, 96545, 2471, 26956, 12197, 29925, 16843
2023-06-17, 111372, 938, 3952, 10333, 834., 0., 0., 1027., 0., 2846., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 9683., 0., 0., 7854, 322, 396, 85, 67, 15558, 95815, 100654, 2561, 28066, 12648, 31037, 17560
2023-06-18, 113464, 936, 4135, 10763, 857., 0., 0., 1022., 0., 2875., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 9895., 0., 0., 7905, 322, 391, 90, 67, 15634, 97829, 104432, 2653, 29079, 13090, 31983, 18225
2023-06-19, 114454, 934, 4213, 10890, 886., 0., 0., 1032., 0., 2978., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 10225., 0., 0., 7946, 322, 398, 90, 67, 15707, 98747, 105745, 2666, 29426, 13218, 32196, 18415
2023-06-20, 115704, 926, 4365, 11225, 941., 0., 0., 1065., 0., 3207., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 10945., 0., 0., 8025, 323, 403, 102, 66, 15835, 99869, 108519, 2756, 30135, 13523, 32849, 18823
2023-06-21, 117440, 927, 4666, 12032, 978., 0., 0., 1068., 0., 3353., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 11432., 0., 0., 8095, 330, 433, 106, 71, 15839, 101601, 115931, 2937, 32047, 14346, 34875, 20173
2023-06-22, 119112, 920, 4824, 12497, 1015., 0., 0., 1085., 0., 3520., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 11897., 0., 0., 8200, 338, 347, 110, 71, 16014, 103098, 120128, 3051, 33219, 14834, 36003, 20879
2023-06-23, 120814, 918, 5004, 12948, 1022., 0., 0., 1081., 0., 3523., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 11993., 0., 0., 8187, 328, 340, 111, 71, 16187, 104627, 124593, 3166, 34407, 15324, 37169, 21669
2023-06-24, 121027, 913, 5027, 12996, 1018., 0., 0., 1064., 0., 3514., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 11967., 0., 0., 8187, 328, 340, 111, 71, 16213, 104814, 125072, 3164, 34552, 15375, 37240, 21759
2023-06-25, 121003, 907, 5007, 12953, 1015., 0., 0., 1038., 0., 3502., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 12041., 0., 0., 8187, 328, 340, 111, 71, 16209, 104794, 124589, 3155, 34390, 15298, 37056, 21654
2023-06-26, 120251, 898, 4979, 12859, 1008., 0., 0., 1013., 0., 3459., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 12049., 0., 0., 8124, 313, 428, 105, 72, 16293, 103958, 124127, 3125, 34236, 15191, 36874, 21567
2023-06-27, 121018, 891, 4939, 12810, 1001., 0., 0., 970., 0., 3433., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 12026., 0., 0., 8398, 314, 427, 105, 72, 16540, 104478, 123641, 3096, 34082, 15109, 36692, 21471
2023-06-28, 119083, 882, 4891, 12714, 997., 0., 0., 941., 0., 3378., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 12069., 0., 0., 6571, 315, 389, 106, 72, 14656, 104427, 123048, 3058, 33884, 14996, 36432, 21399
2023-06-29, 118888, 876, 4862, 12642, 1006., 0., 0., 921., 0., 3387., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 12237., 0., 0., 6500, 316, 389, 108, 72, 15152, 103736, 122386, 3023, 33573, 14820, 36100, 21288
2023-06-30, 118602, 866, 4868, 12575, 1015., 0., 0., 892., 0., 3425., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 12556., 0., 0., 6548, 312, 390, 107, 72, 15177, 103425, 122180, 3025, 33483, 14762, 35861, 21310
2023-07-01, 118226, 856, 4882, 12562, 1028., 0., 0., 884., 0., 3471., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 12895., 0., 0., 6297, 311, 393, 106, 72, 14844, 103382, 122779, 3022, 33603, 14824, 35820, 21615
2023-07-02, 119381, 846, 4923, 12613, 1047., 0., 0., 879., 0., 3515., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 13292., 0., 0., 6288, 330, 395, 108, 72, 14980, 104401, 123586, 3049, 33938, 14954, 35897, 21959
2023-07-03, 121309, 838, 4978, 12781, 1051., 0., 0., 846., 0., 3546., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 13523., 0., 0., 6332, 346, 353, 113, 72, 15276, 106033, 125284, 3087, 34406, 15151, 36219, 22329
2023-07-04, 121283, 826, 4977, 12785, 1054., 0., 0., 832., 0., 3584., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 13713., 0., 0., 6381, 357, 350, 120, 71, 15280, 106003, 125513, 3100, 34472, 15170, 36162, 22447
2023-07-05, 121251, 807, 4973, 12726, 1057., 0., 0., 833., 0., 3604., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 13878., 0., 0., 6411, 337, 350, 122, 72, 15203, 106048, 125155, 3110, 34365, 15113, 35961, 22435
2023-07-06, 122329, 797, 4965, 12670, 1033., 0., 0., 843., 0., 3604., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 13953., 0., 0., 7934, 334, 387, 124, 72, 16770, 105559, 124997, 3128, 34368, 15089, 35893, 22512
2023-07-07, 119497, 779, 4936, 12615, 1030., 0., 0., 847., 0., 3633., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 14046., 0., 0., 7871, 334, 392, 125, 72, 16530, 102967, 124421, 3120, 34245, 15017, 35654, 22410
2023-07-08, 119505, 754, 4916, 12577, 1013., 0., 0., 852., 0., 3683., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 14211., 0., 0., 7879, 334, 291, 125, 71, 16454, 103050, 124375, 3147, 34249, 15016, 35615, 22495
2023-07-09, 120432, 755, 4898, 12557, 1007., 0., 0., 851., 0., 3713., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 14340., 0., 0., 7933, 333, 275, 126, 71, 16174, 104258, 124570, 3177, 34360, 15066, 35632, 22603
2023-07-10, 119485, 755, 4894, 12526, 1005., 0., 0., 853., 0., 3723., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 14371., 0., 0., 7929, 329, 342, 126, 71, 16124, 103362, 124640, 3184, 34406, 15086, 35616, 22644
2023-07-11, 119753, 754, 4895, 12526, 1007., 0., 0., 859., 0., 3757., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 14543., 0., 0., 7929, 330, 342, 125, 71, 16134, 103619, 124653, 3186, 34436, 15092, 35591, 22657
2023-07-12, 119110, 755, 4879, 12536, 1007., 0., 0., 869., 0., 3766., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 14680., 0., 0., 7835, 332, 342, 126, 71, 16045, 103064, 124754, 3212, 34472, 15130, 35562, 22645
2023-07-13, 119201, 755, 4879, 12536, 999., 0., 0., 885., 0., 3732., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 14805., 0., 0., 7829, 341, 341, 125, 71, 16058, 103144, 124808, 3202, 34473, 15130, 35442, 22675
2023-07-14, 119262, 757, 4881, 12507, 979., 0., 0., 884., 0., 3719., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 14905., 0., 0., 7825, 340, 341, 125, 70, 16083, 103179, 124864, 3160, 34468, 15109, 35320, 22731
2023-07-15, 116996, 757, 4852, 12452, 963., 0., 0., 888., 0., 3694., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 15056., 0., 0., 7761, 342, 341, 126, 70, 15397, 101599, 124956, 3131, 34494, 15090, 35266, 22869
2023-07-16, 116563, 760, 4831, 12413, 954., 0., 0., 900., 0., 3674., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 15330., 0., 0., 7795, 338, 304, 120, 70, 15360, 101203, 124895, 3095, 34461, 15082, 35136, 22915
2023-07-17, 116193, 760, 4815, 12372, 954., 0., 0., 898., 0., 3644., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 15523., 0., 0., 7791, 333, 305, 119, 69, 15369, 100824, 125105, 3086, 34537, 15094, 35005, 23041
2023-07-18, 115849, 768, 4801, 12280, 951., 0., 0., 900., 0., 3658., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 15629., 0., 0., 7751, 339, 252, 121, 69, 15236, 100613, 125119, 3045, 34485, 15031, 34833, 23132
2023-07-19, 115537, 771, 4794, 12226, 948., 0., 0., 916., 0., 3670., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 15846., 0., 0., 7733, 329, 239, 121, 69, 15195, 100342, 125105, 3021, 34448, 15022, 34696, 23154
2023-07-20, 115610, 775, 4792, 12168, 937., 0., 0., 918., 0., 3699., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 16007., 0., 0., 7748, 328, 204, 122, 69, 15189, 100421, 125053, 2991, 34324, 14926, 34452, 23216
2023-07-21, 115294, 779, 4777, 12109, 932., 0., 0., 926., 0., 3702., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 16196., 0., 0., 7775, 328, 237, 121, 60, 15232, 100062, 124981, 2986, 34206, 14857, 34287, 23312
2023-07-22, 114882, 782, 4777, 12071, 929., 0., 0., 931., 0., 3733., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 16349., 0., 0., 7782, 324, 237, 121, 60, 15288, 99594, 125043, 2966, 34198, 14819, 34226, 23392
2023-07-23, 113875, 783, 4785, 12029, 922., 0., 0., 959., 0., 3802., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 16525., 0., 0., 7784, 323, 234, 121, 60, 15313, 98562, 125129, 2955, 34187, 14788, 34102, 23474
2023-07-24, 113172, 787, 4787, 11989, 914., 0., 0., 963., 0., 3857., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 16732., 0., 0., 7785, 338, 232, 117, 60, 15262, 97910, 125338, 2944, 34225, 14777, 33951, 23617
2023-07-25, 114276, 788, 4786, 11950, 899., 0., 0., 969., 0., 3896., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 16898., 0., 0., 7808, 330, 254, 113, 60, 15228, 99048, 125608, 2951, 34238, 14751, 33812, 23716
2023-07-26, 113775, 787, 4798, 11913, 894., 0., 0., 971., 0., 3908., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 17086., 0., 0., 7654, 327, 264, 111, 60, 15035, 98740, 125691, 2979, 34264, 14750, 33653, 23759
2023-07-27, 113029, 790, 4807, 11897, 889., 0., 0., 977., 0., 3901., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 17170., 0., 0., 7682, 322, 241, 106, 60, 14867, 98162, 125944, 3021, 34363, 14777, 33619, 23788
2023-07-28, 112979, 790, 4803, 11881, 888., 0., 0., 979., 0., 3909., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 17178., 0., 0., 7681, 322, 240, 103, 60, 14843, 98136, 126025, 3036, 34362, 14749, 33592, 23816
2023-07-29, 112991, 789, 4802, 11894, 884., 0., 0., 978., 0., 3910., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 17196., 0., 0., 7680, 322, 240, 103, 60, 14791, 98200, 126160, 3045, 34412, 14765, 33641, 23852
2023-07-30, 113936, 789, 4807, 11896, 881., 0., 0., 975., 0., 3976., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 17368., 0., 0., 7667, 322, 240, 103, 60, 14779, 99158, 126326, 3059, 34470, 14805, 33706, 23876
2023-07-31, 115049, 791, 4846, 11967, 896., 0., 0., 990., 0., 4002., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 17635., 0., 0., 7811, 325, 240, 103, 60, 14911, 100138, 127339, 3072, 34645, 14826, 33906, 24082
2023-08-01, 114005, 795, 4885, 12019, 883., 0., 0., 1004., 0., 4041., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 17755., 0., 0., 8014, 317, 237, 90, 59, 15193, 98813, 128391, 3098, 34827, 14826, 33953, 24355
2023-08-02, 112429, 796, 4865, 12030, 877., 0., 0., 1023., 0., 4055., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 17843., 0., 0., 7965, 319, 236, 87, 55, 15183, 97247, 128731, 3139, 34893, 14840, 33910, 24413
2023-08-03, 111515, 800, 4869, 12024, 866., 0., 0., 1037., 0., 4073., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 17998., 0., 0., 8074, 310, 225, 85, 55, 15079, 96436, 128927, 3151, 34945, 14829, 33826, 24497
2023-08-04, 110960, 800, 4856, 11997, 862., 0., 0., 1023., 0., 4095., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 18120., 0., 0., 7978, 303, 181, 87, 53, 15088, 95872, 128924, 3124, 34839, 14733, 33587, 24479
2023-08-05, 110527, 799, 4838, 11984, 855., 0., 0., 1019., 0., 4119., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 18201., 0., 0., 7944, 309, 181, 86, 53, 15025, 95502, 129214, 3125, 34842, 14710, 33553, 24605
2023-08-06, 107989, 801, 4818, 11979, 847., 0., 0., 1026., 0., 4130., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 18267., 0., 0., 6077, 307, 189, 84, 53, 12911, 95078, 129381, 3112, 34765, 14645, 33431, 24674
2023-08-07, 107222, 803, 4813, 11939, 831., 0., 0., 1034., 0., 4123., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 18344., 0., 0., 6090, 306, 190, 84, 53, 12886, 94336, 129457, 3100, 34752, 14614, 33273, 24793
2023-08-08, 106569, 807, 4786, 11914, 828., 0., 0., 1051., 0., 4134., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 18397., 0., 0., 6090, 308, 190, 83, 53, 12866, 93702, 129488, 3085, 34674, 14524, 33119, 24853
2023-08-09, 107279, 804, 4801, 11883, 831., 0., 0., 1068., 0., 4142., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 18427., 0., 0., 6228, 308, 194, 84, 53, 12893, 94385, 129418, 3063, 34577, 14448, 32919, 24878
2023-08-10, 106383, 804, 4809, 11883, 839., 0., 0., 1108., 0., 4207., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 18647., 0., 0., 6229, 306, 192, 85, 53, 12870, 93514, 129390, 3064, 34506, 14419, 32832, 24829
2023-08-11, 106696, 805, 4864, 12053, 852., 0., 0., 1121., 0., 4272., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 18867., 0., 0., 6319, 321, 188, 81, 53, 13003, 93693, 130890, 3099, 34735, 14443, 33060, 25099
2023-08-12, 106757, 809, 4947, 12166, 860., 0., 0., 1146., 0., 4295., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 18969., 0., 0., 6364, 326, 189, 75, 53, 12702, 94055, 132439, 3154, 35077, 14541, 33353, 25350
2023-08-13, 106414, 811, 4972, 12178, 847., 0., 0., 1187., 0., 4326., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 19074., 0., 0., 6276, 327, 187, 76, 53, 12639, 93775, 132549, 3160, 35086, 14537, 33255, 25361
2023-08-14, 105452, 812, 4989, 12183, 845., 0., 0., 1201., 0., 4305., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 19134., 0., 0., 6339, 329, 186, 77, 53, 12853, 92599, 132681, 3148, 35124, 14535, 33099, 25453
2023-08-15, 105811, 810, 5005, 12179, 843., 0., 0., 1228., 0., 4309., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 19208., 0., 0., 6348, 343, 187, 77, 53, 12858, 92953, 132757, 3138, 35096, 14473, 33006, 25471
2023-08-16, 104936, 812, 5024, 12205, 839., 0., 0., 1249., 0., 4302., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 19322., 0., 0., 5694, 368, 187, 75, 53, 12212, 92725, 132794, 3130, 35147, 14442, 32871, 25480
2023-08-17, 104238, 811, 5025, 12221, 845., 0., 0., 1274., 0., 4317., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 19363., 0., 0., 5718, 372, 187, 74, 54, 12291, 91947, 132864, 3138, 35113, 14402, 32768, 25513
2023-08-18, 103560, 811, 5034, 12230, 849., 0., 0., 1289., 0., 4318., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 19428., 0., 0., 5713, 349, 190, 75, 54, 12242, 91317, 132884, 3139, 35102, 14382, 32668, 25596
2023-08-19, 103097, 813, 5042, 12211, 852., 0., 0., 1296., 0., 4312., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 19469., 0., 0., 5213, 334, 188, 78, 54, 11635, 91462, 133545, 3173, 35351, 14428, 33158, 25958
2023-08-20, 103125, 813, 5047, 12221, 854., 0., 0., 1304., 0., 4307., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 19478., 0., 0., 5187, 311, 185, 73, 54, 11333, 91792, 133922, 3173, 35470, 14474, 33419, 26178
2023-08-21, 102429, 811, 5052, 12209, 849., 0., 0., 1307., 0., 4332., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 19499., 0., 0., 5177, 302, 180, 69, 54, 11180, 91248, 133785, 3153, 35370, 14412, 33254, 26146
2023-08-22, 103061, 812, 5048, 12222, 851., 0., 0., 1311., 1., 4364., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 19478., 0., 0., 5189, 300, 180, 67, 54, 11302, 91759, 133549, 3139, 35226, 14341, 33061, 26068
