Metric, Organic traffic, Organic positions: 1–3, Organic positions: 4–10, SERP Features: Featured snippet (Owned), SERP Features: AI Overview (Owned), SERP Features: Local pack (Owned), SERP Features: Sitelinks (Owned), SERP Features: Top stories (Owned), SERP Features: Image pack (Owned), SERP Features: Videos (Owned), SERP Features: Discussions and forums (Owned), SERP Features: X (Twitter) (Owned), SERP Features: Top ads (Owned), SERP Features: Bottom ads (Owned), SERP Features: Paid sitelinks (Owned), SERP Features: Shopping ads (Owned), SERP Features: Knowledge card (Owned), SERP Features: Knowledge panel (Owned), SERP Features: People also ask (Owned), SERP Features: Thumbnail (Owned), SERP Features: Video preview (Owned), SERP Features: Shopping (Owned), Organic traffic: Branded, Organic traffic: Non-branded, Organic positions by intent: Informational, Organic positions by intent: Navigational, Organic positions by intent: Commercial, Organic positions by intent: Transactional, Organic positions by intent: Branded, Organic positions by intent: Local
Volume, Monthly volume, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, Monthly volume, Monthly volume, -, -, -, -, -, -
Location, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations
2021-09-22, 2407386, 67045, 206410, 2281., 0., 0., 40920., 0., 12788., 0., 0., 0., 0., 0., 0., 0., 0., 226., 0., 611., 2., 0., 1638669, 768717, 937227, 42331, 502891, 236403, 291821, 589473
2021-09-23, 2369079, 66892, 207062, 2244., 0., 0., 40853., 0., 12751., 0., 0., 0., 0., 0., 0., 0., 0., 224., 0., 557., 2., 0., 1621573, 747506, 933339, 42078, 501435, 235734, 290626, 587674
2021-09-24, 2359300, 65999, 206554, 2215., 0., 0., 40060., 0., 12703., 0., 0., 0., 0., 0., 0., 0., 0., 226., 0., 532., 2., 0., 1621529, 737771, 927746, 41740, 498763, 234479, 289209, 585329
2021-09-25, 2366502, 64555, 205905, 2213., 0., 0., 39402., 0., 12699., 0., 0., 0., 0., 0., 0., 0., 0., 227., 0., 523., 2., 0., 1636313, 730189, 922665, 41290, 496300, 233199, 287873, 583281
2021-09-26, 2191775, 63659, 205230, 2176., 0., 0., 38541., 0., 12698., 0., 0., 0., 0., 0., 0., 0., 0., 225., 0., 513., 2., 0., 1451563, 740212, 919481, 41002, 494694, 232391, 287119, 581992
2021-09-27, 2196904, 62455, 204506, 2134., 0., 0., 37555., 0., 12694., 0., 0., 0., 0., 0., 0., 0., 0., 226., 0., 502., 2., 0., 1455230, 741674, 915054, 40665, 492495, 231268, 285941, 579987
2021-09-28, 2204877, 61153, 203776, 2097., 0., 0., 36740., 0., 12682., 0., 0., 0., 0., 0., 0., 0., 0., 226., 0., 505., 2., 0., 1456835, 748042, 910972, 40289, 490521, 230123, 284772, 578229
2021-09-29, 2195724, 60219, 202941, 2080., 0., 0., 36334., 0., 12661., 0., 0., 0., 0., 0., 0., 0., 0., 233., 0., 512., 2., 0., 1449943, 745781, 907245, 39891, 488908, 229200, 283717, 576804
2021-09-30, 2217104, 59584, 202448, 2031., 0., 0., 35465., 0., 12658., 0., 0., 0., 0., 0., 0., 0., 0., 237., 0., 498., 3., 0., 1456914, 760190, 905082, 39636, 487893, 228560, 283215, 576050
2021-10-01, 2509283, 58321, 201535, 1993., 0., 0., 34572., 0., 12669., 0., 0., 0., 0., 0., 0., 0., 0., 239., 0., 479., 4., 0., 1754182, 755101, 900980, 39094, 486052, 227466, 282189, 574639
2021-10-02, 2536124, 57209, 200825, 1961., 0., 0., 34230., 0., 12658., 0., 0., 0., 0., 0., 0., 0., 0., 243., 0., 470., 4., 0., 1793242, 742883, 897912, 38716, 484614, 226631, 281559, 573482
2021-10-03, 2544541, 56456, 200227, 1907., 0., 0., 34005., 0., 12656., 0., 0., 0., 0., 0., 0., 0., 0., 243., 0., 461., 4., 0., 1803017, 741524, 895798, 38413, 483870, 226130, 281308, 572761
2021-10-04, 2538160, 55737, 199637, 1863., 0., 0., 33922., 0., 12690., 0., 0., 0., 0., 0., 0., 0., 0., 240., 0., 439., 4., 0., 1799722, 738438, 893853, 38074, 482992, 225562, 281174, 572147
2021-10-05, 2537609, 55099, 199171, 1829., 0., 0., 33808., 0., 12675., 0., 0., 0., 0., 0., 0., 0., 0., 240., 0., 421., 4., 0., 1797618, 739991, 892307, 37751, 482253, 224880, 281272, 572017
2021-10-06, 2438204, 54506, 198724, 1797., 0., 0., 33748., 0., 12662., 0., 0., 0., 0., 0., 0., 0., 0., 241., 0., 405., 4., 0., 1698104, 740100, 890671, 37600, 481595, 224301, 281450, 571725
2021-10-07, 2254071, 54026, 198442, 1753., 0., 0., 33993., 0., 12647., 0., 0., 0., 0., 0., 0., 0., 0., 241., 0., 393., 4., 0., 1515048, 739023, 889528, 37466, 481203, 223987, 281598, 571384
2021-10-08, 2241018, 53791, 198286, 1722., 0., 0., 34467., 0., 12666., 0., 0., 0., 0., 0., 0., 0., 0., 242., 0., 372., 4., 0., 1502691, 738327, 888845, 37406, 481003, 223756, 281796, 571325
2021-10-09, 2441179, 53574, 198090, 1716., 0., 0., 34523., 0., 12676., 0., 0., 0., 0., 0., 0., 0., 0., 242., 0., 371., 4., 0., 1699438, 741741, 888286, 37315, 480885, 223604, 281992, 571274
2021-10-10, 2460715, 53530, 198034, 1695., 0., 0., 34717., 0., 12675., 0., 0., 0., 0., 0., 0., 0., 0., 242., 0., 364., 4., 0., 1718387, 742328, 888239, 37300, 480860, 223582, 282087, 571328
2021-10-11, 2453847, 53493, 197876, 1678., 0., 0., 34797., 0., 12650., 0., 0., 0., 0., 0., 0., 0., 0., 242., 0., 358., 4., 0., 1710365, 743482, 887945, 37208, 480827, 223512, 282221, 571420
2021-10-12, 2449723, 53297, 197740, 1662., 0., 0., 34533., 0., 12653., 0., 0., 0., 0., 0., 0., 0., 0., 242., 0., 345., 3., 0., 1707545, 742178, 887447, 37129, 480573, 223394, 282359, 571311
2021-10-13, 2431794, 53068, 197421, 1649., 0., 0., 34240., 0., 12652., 0., 0., 0., 0., 0., 0., 0., 0., 242., 0., 332., 4., 0., 1694311, 737483, 887124, 37076, 480563, 223273, 282525, 571447
2021-10-14, 2421779, 52917, 197045, 1598., 0., 0., 33481., 0., 12666., 0., 0., 0., 0., 0., 0., 0., 0., 242., 0., 298., 5., 0., 1688070, 733709, 886772, 37089, 480570, 223210, 282756, 571558
2021-10-15, 2438042, 52369, 196203, 1553., 0., 0., 32809., 0., 12644., 0., 0., 0., 0., 0., 0., 0., 0., 243., 0., 296., 5., 0., 1693823, 744219, 886364, 36993, 480451, 223009, 283254, 571848
2021-10-16, 2536564, 51909, 195333, 1530., 0., 0., 32411., 0., 12567., 0., 0., 0., 0., 0., 0., 0., 0., 243., 0., 304., 5., 0., 1738532, 798032, 886174, 36902, 480571, 222893, 283886, 572589
2021-10-17, 2571202, 51549, 194747, 1508., 0., 0., 32264., 0., 12592., 0., 0., 0., 0., 0., 0., 0., 0., 243., 0., 303., 5., 0., 1763253, 807949, 886398, 36744, 480605, 222606, 284497, 573280
2021-10-18, 2537103, 51389, 194544, 1495., 0., 0., 31940., 0., 12669., 0., 0., 0., 0., 0., 0., 0., 0., 244., 0., 288., 6., 0., 1769149, 767954, 886662, 36683, 480894, 222674, 284867, 573638
2021-10-19, 2557936, 51028, 194060, 1488., 0., 0., 31808., 0., 12677., 0., 0., 0., 0., 0., 0., 0., 0., 243., 0., 284., 6., 0., 1790228, 767708, 887183, 36540, 481274, 222570, 285581, 574473
2021-10-20, 2553767, 50916, 193886, 1488., 0., 0., 31543., 0., 12698., 0., 0., 0., 0., 0., 0., 0., 0., 242., 0., 287., 7., 0., 1791393, 762374, 887288, 36526, 481333, 222577, 285862, 574769
2021-10-21, 2553181, 50793, 193418, 1478., 0., 0., 31348., 0., 12774., 0., 0., 0., 0., 0., 0., 0., 0., 242., 0., 293., 7., 0., 1797378, 755803, 887628, 36516, 481670, 222542, 286493, 575388
2021-10-22, 2599552, 50702, 192948, 1476., 0., 0., 31222., 0., 12783., 0., 0., 0., 0., 0., 0., 0., 0., 243., 0., 288., 7., 0., 1818918, 780634, 889233, 36548, 482564, 222831, 287622, 576880
2021-10-23, 2602073, 50663, 192466, 1482., 0., 0., 31094., 0., 12851., 0., 0., 0., 0., 0., 0., 0., 0., 242., 0., 280., 9., 0., 1802005, 800067, 890320, 36526, 483429, 223015, 288543, 577957
2021-10-24, 2614964, 50645, 192269, 1533., 0., 0., 31541., 0., 13194., 0., 0., 0., 0., 0., 0., 0., 0., 248., 0., 283., 9., 0., 1803049, 811915, 891340, 36531, 483945, 223120, 289269, 578809
2021-10-25, 2633192, 51498, 195889, 1542., 0., 0., 31693., 0., 13324., 0., 0., 0., 0., 0., 0., 0., 0., 248., 0., 280., 10., 0., 1810502, 822690, 908686, 36979, 493392, 228088, 293806, 590059
2021-10-26, 2589896, 51839, 197510, 1575., 0., 0., 32003., 0., 13596., 0., 0., 0., 0., 0., 0., 0., 0., 254., 0., 288., 10., 0., 1768586, 821309, 917363, 37135, 498291, 230490, 296302, 595782
2021-10-27, 2541559, 52489, 200676, 1607., 0., 0., 32226., 0., 13864., 0., 0., 0., 0., 0., 0., 0., 0., 258., 0., 291., 9., 0., 1754959, 786600, 932871, 37468, 507017, 235049, 300237, 606124
2021-10-28, 2575486, 53110, 203682, 1634., 0., 0., 32446., 0., 14090., 0., 0., 0., 0., 0., 0., 0., 0., 259., 0., 292., 8., 0., 1778961, 796525, 948129, 37719, 515671, 239455, 304185, 616298
2021-10-29, 2592376, 53576, 206013, 1651., 0., 0., 32344., 0., 14205., 0., 0., 0., 0., 0., 0., 0., 0., 260., 0., 293., 8., 0., 1779512, 812864, 958910, 37889, 521896, 242585, 307022, 623647
2021-10-30, 2480801, 53682, 205824, 1658., 0., 0., 32293., 0., 14304., 0., 0., 0., 0., 0., 0., 0., 0., 260., 0., 294., 7., 0., 1673940, 806861, 959449, 37846, 522027, 242437, 307394, 624324
2021-10-31, 2483103, 53674, 205664, 1652., 0., 0., 32311., 0., 14344., 0., 0., 0., 0., 0., 0., 0., 0., 260., 0., 289., 6., 0., 1683907, 799197, 959648, 37799, 522009, 242263, 307681, 624979
2021-11-01, 2593253, 53645, 205635, 1659., 0., 0., 32219., 0., 14418., 0., 0., 0., 0., 0., 0., 0., 0., 260., 0., 286., 6., 0., 1795701, 797552, 959828, 37753, 522002, 242125, 307830, 625360
2021-11-02, 2579128, 53601, 205574, 1683., 0., 0., 32260., 0., 14600., 0., 0., 0., 0., 0., 0., 0., 0., 261., 0., 288., 6., 0., 1783964, 795164, 960443, 37737, 522366, 242131, 308216, 626212
2021-11-03, 2610803, 53678, 205618, 1684., 0., 0., 32360., 0., 14740., 0., 0., 0., 0., 0., 0., 0., 0., 262., 0., 292., 6., 0., 1803104, 807699, 961598, 37660, 522911, 242219, 308742, 627533
2021-11-04, 2606446, 53720, 205592, 1676., 0., 0., 32403., 0., 14934., 0., 0., 0., 0., 0., 0., 0., 0., 263., 0., 294., 6., 0., 1804849, 801597, 961889, 37591, 523062, 242155, 308814, 628070
2021-11-05, 2608516, 53708, 205595, 1682., 0., 0., 32436., 0., 15131., 0., 0., 0., 0., 0., 0., 0., 0., 262., 0., 282., 6., 0., 1801319, 807197, 962324, 37550, 523402, 242162, 309297, 628910
2021-11-06, 2676391, 53768, 205569, 1681., 0., 0., 32502., 0., 15298., 0., 0., 0., 0., 0., 0., 0., 0., 262., 0., 279., 6., 0., 1851332, 825060, 962793, 37542, 523931, 242311, 309484, 629790
2021-11-07, 2721228, 53747, 205581, 1687., 0., 0., 32492., 0., 15432., 0., 0., 0., 0., 0., 0., 0., 0., 262., 0., 275., 5., 0., 1885590, 835638, 963224, 37543, 524408, 242410, 309631, 630419
2021-11-08, 2700198, 53688, 205449, 1685., 0., 0., 32532., 0., 15475., 0., 0., 0., 0., 0., 0., 0., 0., 264., 0., 275., 5., 0., 1867175, 833023, 963247, 37549, 524521, 242365, 309675, 630597
2021-11-09, 2695155, 53687, 205394, 1683., 0., 0., 32553., 0., 15518., 0., 0., 0., 0., 0., 0., 0., 0., 263., 0., 277., 5., 0., 1863614, 831541, 963550, 37608, 524764, 242464, 309818, 630878
2021-11-10, 2674451, 53692, 205325, 1683., 0., 0., 32520., 0., 15546., 0., 0., 0., 0., 0., 0., 0., 0., 263., 0., 274., 4., 0., 1858000, 816451, 963453, 37641, 524671, 242406, 309845, 630878
2021-11-11, 2676812, 53614, 205244, 1685., 0., 0., 32545., 0., 15577., 0., 0., 0., 0., 0., 0., 0., 0., 263., 0., 272., 4., 0., 1856961, 819851, 963359, 37608, 524605, 242279, 309819, 630946
2021-11-12, 2675672, 53598, 205223, 1689., 0., 0., 32609., 0., 15627., 0., 0., 0., 0., 0., 0., 0., 0., 263., 0., 272., 4., 0., 1856582, 819090, 963111, 37596, 524479, 242199, 309669, 630816
2021-11-13, 2671628, 53595, 205168, 1686., 0., 0., 32642., 0., 15695., 0., 0., 0., 0., 0., 0., 0., 0., 263., 0., 269., 4., 0., 1858323, 813304, 962847, 37579, 524440, 242125, 309554, 630697
2021-11-14, 2634095, 53449, 204914, 1686., 0., 0., 33084., 0., 15930., 0., 0., 0., 0., 0., 0., 0., 0., 263., 0., 260., 4., 0., 1827250, 806845, 961802, 37593, 523798, 241857, 309291, 629979
2021-11-15, 2633978, 53352, 204803, 1684., 0., 0., 33578., 0., 16001., 0., 0., 0., 0., 0., 0., 0., 0., 265., 0., 256., 4., 0., 1830759, 803219, 961493, 37669, 523633, 241689, 309197, 629912
2021-11-16, 2633585, 53355, 204809, 1685., 0., 0., 33597., 0., 16173., 0., 0., 0., 0., 0., 0., 0., 0., 266., 0., 245., 3., 0., 1842069, 791516, 961144, 37772, 523406, 241567, 309250, 629543
2021-11-17, 2626509, 53252, 204716, 1693., 0., 0., 33363., 0., 16442., 0., 0., 0., 0., 0., 0., 0., 0., 265., 0., 266., 2., 0., 1835319, 791190, 960704, 37737, 523180, 241410, 309038, 629532
2021-11-18, 2626037, 53060, 204573, 1698., 0., 0., 33261., 0., 16723., 0., 0., 0., 0., 0., 0., 0., 0., 266., 0., 330., 2., 0., 1835797, 790240, 962307, 37813, 523510, 241429, 309669, 630563
2021-11-19, 2635039, 52975, 204697, 1704., 0., 0., 33181., 0., 16994., 0., 0., 0., 0., 0., 0., 0., 0., 266., 0., 390., 2., 0., 1836827, 798213, 964760, 37940, 524312, 241801, 310459, 632060
2021-11-20, 2669124, 52846, 204802, 1711., 0., 0., 33181., 0., 17272., 0., 0., 0., 0., 0., 0., 0., 0., 265., 0., 463., 2., 0., 1869187, 799937, 967531, 38067, 525374, 242178, 311447, 633911
2021-11-21, 2658750, 52683, 204733, 1717., 0., 0., 33112., 0., 17537., 0., 0., 0., 0., 0., 0., 0., 0., 262., 0., 507., 2., 0., 1855143, 803607, 969134, 38181, 525660, 242225, 312028, 634794
2021-11-22, 2653692, 52469, 204645, 1718., 0., 0., 33093., 0., 17804., 0., 0., 0., 0., 0., 0., 0., 0., 262., 0., 552., 2., 0., 1852993, 800699, 970543, 38269, 525919, 242329, 312475, 635573
2021-11-23, 2648664, 52328, 204722, 1711., 0., 0., 33090., 0., 18045., 0., 0., 0., 0., 0., 0., 0., 0., 263., 0., 615., 2., 0., 1850022, 798642, 971996, 38363, 526329, 242609, 312927, 636423
2021-11-24, 2666825, 52222, 204929, 1709., 0., 0., 33063., 0., 18256., 0., 0., 0., 0., 0., 0., 0., 0., 262., 0., 660., 2., 0., 1871253, 795572, 974180, 38447, 527246, 243075, 313573, 637801
2021-11-25, 2670789, 52127, 204981, 1711., 0., 0., 33020., 0., 18502., 0., 0., 0., 0., 0., 0., 0., 0., 262., 0., 720., 2., 0., 1874359, 796430, 975502, 38527, 527767, 243284, 313856, 638648
2021-11-26, 2681864, 52066, 205000, 1707., 0., 0., 33112., 0., 18715., 0., 0., 0., 0., 0., 0., 0., 0., 262., 0., 772., 2., 0., 1880868, 800997, 977003, 38547, 528228, 243479, 314076, 639528
2021-11-27, 2679038, 52032, 205138, 1698., 0., 0., 33123., 0., 18882., 0., 0., 0., 0., 0., 0., 0., 0., 262., 0., 818., 1., 0., 1880729, 798309, 978745, 38670, 528945, 243826, 314531, 640695
2021-11-28, 2645220, 51979, 205208, 1697., 0., 0., 33110., 0., 19012., 0., 0., 0., 0., 0., 0., 0., 0., 263., 0., 855., 1., 0., 1850918, 794302, 980531, 38763, 529596, 244096, 315132, 641748
2021-11-29, 2638702, 51862, 205272, 1694., 0., 0., 33126., 0., 19206., 0., 0., 0., 0., 0., 0., 0., 0., 263., 0., 903., 1., 0., 1845228, 793474, 982809, 38872, 530526, 244492, 315917, 643188
2021-11-30, 2614675, 51744, 205276, 1694., 0., 0., 33163., 0., 19306., 0., 0., 0., 0., 0., 0., 0., 0., 263., 0., 955., 0., 0., 1822146, 792529, 984992, 39005, 531585, 245015, 316458, 644399
2021-12-01, 2549220, 51680, 205240, 1698., 0., 0., 33196., 0., 19431., 0., 0., 0., 0., 0., 0., 0., 0., 263., 0., 994., 0., 0., 1765483, 783737, 986534, 39110, 532162, 245305, 316905, 645332
2021-12-02, 2543439, 51554, 205309, 1703., 0., 0., 33231., 0., 19625., 0., 0., 0., 0., 0., 0., 0., 0., 262., 0., 1073., 0., 0., 1764445, 778994, 988506, 39240, 533009, 245755, 317537, 646414
2021-12-03, 2241595, 51486, 205241, 1705., 0., 0., 33203., 0., 19739., 0., 0., 0., 0., 0., 0., 0., 0., 261., 0., 1142., 0., 0., 1476777, 764818, 990743, 39427, 533904, 246273, 318397, 647736
2021-12-04, 2242385, 51341, 205216, 1707., 0., 0., 33211., 0., 19847., 0., 0., 0., 0., 0., 0., 0., 0., 260., 0., 1218., 0., 0., 1477814, 764571, 993081, 39573, 534746, 246671, 319252, 649021
2021-12-05, 2235131, 51252, 205203, 1708., 0., 0., 33302., 0., 19944., 0., 0., 0., 0., 0., 0., 0., 0., 261., 0., 1219., 0., 0., 1469622, 765509, 995651, 39674, 535640, 247091, 320143, 650400
2021-12-06, 2229274, 51227, 205264, 1720., 0., 0., 33308., 0., 20116., 0., 0., 0., 0., 0., 0., 0., 0., 260., 0., 1207., 0., 0., 1464165, 765109, 998468, 39857, 536645, 247555, 321378, 651998
2021-12-07, 2219797, 51153, 205204, 1721., 0., 0., 33488., 0., 20276., 0., 0., 0., 0., 0., 0., 0., 0., 261., 0., 1218., 0., 0., 1458123, 761674, 1001955, 40038, 537908, 248141, 322766, 654134
2021-12-08, 2226351, 51146, 205269, 1725., 0., 0., 34015., 0., 20444., 0., 0., 0., 0., 0., 0., 0., 0., 262., 0., 1243., 0., 0., 1466470, 759882, 1004941, 40142, 539117, 248650, 323965, 655983
2021-12-09, 2221208, 51146, 205412, 1729., 0., 0., 34758., 0., 20636., 0., 0., 0., 0., 0., 0., 0., 0., 262., 0., 1268., 0., 0., 1468372, 752836, 1008052, 40409, 540254, 249229, 325253, 657653
2021-12-10, 2222845, 51270, 205641, 1730., 0., 0., 34927., 0., 20881., 0., 0., 0., 0., 0., 0., 0., 0., 263., 0., 1284., 0., 0., 1477590, 745256, 1012417, 40765, 542067, 250202, 327185, 659935
2021-12-11, 2207638, 51234, 205648, 1719., 0., 0., 35379., 0., 21150., 0., 0., 0., 0., 0., 0., 0., 0., 265., 0., 1306., 0., 0., 1466322, 741316, 1016536, 41071, 543798, 251130, 328934, 662101
2021-12-12, 2186784, 51292, 205636, 1719., 0., 0., 36048., 0., 21374., 0., 0., 0., 0., 0., 0., 0., 0., 267., 0., 1305., 0., 0., 1449431, 737353, 1021540, 41441, 545926, 252179, 331049, 664741
2021-12-13, 2177750, 51498, 205938, 1724., 0., 0., 36047., 0., 21561., 0., 0., 0., 0., 0., 0., 0., 0., 267., 0., 1351., 0., 0., 1438114, 739635, 1026309, 41822, 548042, 253229, 332958, 667249
2021-12-14, 2179599, 51479, 205911, 1732., 0., 0., 36152., 0., 21800., 0., 0., 0., 0., 0., 0., 0., 0., 265., 0., 1404., 0., 0., 1438981, 740618, 1030321, 42069, 549635, 253967, 334513, 669369
2021-12-15, 2219573, 51522, 206210, 1751., 0., 0., 36284., 0., 22211., 0., 0., 0., 0., 0., 0., 0., 0., 265., 0., 1459., 0., 0., 1468628, 750945, 1036428, 42295, 552012, 254952, 336707, 672775
2021-12-16, 2237960, 51749, 206952, 1769., 0., 0., 36386., 0., 22497., 0., 0., 0., 0., 0., 0., 0., 0., 264., 0., 1524., 0., 0., 1476681, 761279, 1044620, 42577, 555072, 256405, 339236, 677207
2021-12-17, 2222403, 51930, 207486, 1772., 0., 0., 36400., 0., 22725., 0., 0., 0., 0., 0., 0., 0., 0., 263., 0., 1586., 0., 0., 1455614, 766788, 1051039, 42835, 557595, 257579, 341356, 680986
2021-12-18, 2220496, 52167, 207909, 1779., 0., 0., 37126., 0., 22943., 0., 0., 0., 0., 0., 0., 0., 0., 262., 0., 1655., 0., 0., 1455154, 765342, 1056466, 43066, 559735, 258536, 343228, 683945
2021-12-19, 2192845, 52595, 208614, 1782., 0., 0., 37732., 0., 23152., 0., 0., 0., 0., 0., 0., 0., 0., 262., 0., 1724., 0., 0., 1424641, 768204, 1062142, 43436, 562086, 259642, 345337, 687027
2021-12-20, 2180212, 52975, 209077, 1785., 0., 0., 38798., 0., 23329., 0., 0., 0., 0., 0., 0., 0., 0., 265., 0., 1797., 0., 0., 1414776, 765436, 1067736, 43766, 564340, 260703, 347358, 690226
2021-12-21, 2185299, 53471, 209750, 1795., 0., 0., 39353., 0., 23369., 0., 0., 0., 0., 0., 0., 0., 0., 264., 0., 1824., 0., 0., 1412498, 772801, 1072920, 44137, 566619, 261853, 349400, 693013
2021-12-22, 2184901, 53869, 210055, 1809., 0., 0., 39648., 0., 23381., 0., 0., 0., 0., 0., 0., 0., 0., 263., 0., 1852., 0., 0., 1411615, 773286, 1077336, 44266, 568437, 262614, 350852, 695586
2021-12-23, 2196482, 54112, 210269, 1807., 0., 0., 39899., 0., 23496., 0., 0., 0., 0., 0., 0., 0., 0., 261., 0., 1866., 0., 0., 1418534, 777948, 1080370, 44278, 569535, 262989, 351886, 697323
2021-12-24, 2191011, 54317, 210477, 1809., 0., 0., 40244., 0., 23667., 0., 0., 0., 0., 0., 0., 0., 0., 261., 0., 1908., 0., 0., 1420061, 770950, 1084010, 44430, 570944, 263616, 353308, 699329
2021-12-25, 2194823, 54651, 210725, 1822., 0., 0., 40509., 0., 23824., 0., 0., 0., 0., 0., 0., 0., 0., 262., 0., 1945., 0., 0., 1422564, 772258, 1088281, 44563, 572585, 264416, 354825, 701791
2021-12-26, 2074569, 54819, 210954, 1830., 0., 0., 40601., 0., 23939., 0., 0., 0., 0., 0., 0., 0., 0., 262., 0., 1976., 0., 0., 1298682, 775887, 1092365, 44694, 574177, 265201, 356139, 704208
2021-12-27, 2069841, 54909, 211166, 1835., 0., 0., 40587., 0., 23963., 0., 0., 0., 0., 0., 0., 0., 0., 260., 0., 1983., 0., 0., 1299857, 769984, 1095432, 44723, 575516, 265782, 357331, 706060
2021-12-28, 2078018, 54880, 211132, 1834., 0., 0., 40654., 0., 23943., 0., 0., 0., 0., 0., 0., 0., 0., 259., 0., 1983., 0., 0., 1291034, 786984, 1097757, 44769, 576638, 266244, 358386, 707594
2021-12-29, 2073693, 54861, 211088, 1840., 0., 0., 41122., 0., 23970., 0., 0., 0., 0., 0., 0., 0., 0., 262., 0., 1985., 0., 0., 1288387, 785306, 1097726, 44787, 576586, 266183, 358492, 707566
2021-12-30, 2193878, 54937, 210891, 1830., 0., 0., 41959., 0., 23956., 0., 0., 0., 0., 0., 0., 0., 0., 257., 0., 1997., 0., 0., 1412720, 781159, 1098865, 44840, 577084, 266321, 359327, 708425
2021-12-31, 2191197, 55243, 210887, 1842., 0., 0., 42615., 0., 23978., 0., 0., 0., 0., 0., 0., 0., 0., 251., 0., 2016., 0., 0., 1415880, 775317, 1099487, 44955, 577409, 266418, 360011, 708904
2022-01-01, 2386061, 55412, 210843, 1835., 0., 0., 43361., 0., 23972., 0., 0., 0., 0., 0., 0., 0., 0., 253., 0., 2056., 0., 0., 1597059, 789002, 1099552, 44990, 577610, 266601, 360346, 709137
2022-01-02, 2435668, 55676, 210845, 1828., 0., 0., 43812., 0., 23976., 0., 0., 0., 0., 0., 0., 0., 0., 253., 0., 2098., 0., 0., 1653498, 782170, 1099703, 45067, 577979, 266886, 360610, 709364
2022-01-03, 2583865, 55875, 210721, 1829., 0., 0., 43930., 0., 23934., 0., 0., 0., 0., 0., 0., 0., 0., 252., 0., 2088., 0., 0., 1800072, 783793, 1098997, 45034, 577867, 266892, 360416, 709206
2022-01-04, 2592065, 55869, 210601, 1818., 0., 0., 43969., 0., 23975., 0., 0., 0., 0., 0., 0., 0., 0., 252., 0., 2087., 0., 0., 1800751, 791314, 1097854, 44968, 577422, 266713, 360141, 708616
2022-01-05, 2593536, 55825, 210439, 1815., 0., 0., 43948., 0., 24097., 0., 0., 0., 0., 0., 0., 0., 0., 248., 0., 2068., 0., 0., 1802816, 790720, 1096510, 44884, 576974, 266605, 359628, 708075
2022-01-06, 2608201, 55768, 209994, 1810., 0., 0., 43961., 0., 24144., 0., 0., 0., 0., 0., 0., 0., 0., 246., 0., 2075., 0., 0., 1810008, 798193, 1094585, 44702, 576298, 266373, 358782, 707023
2022-01-07, 2620750, 55718, 209626, 1804., 0., 0., 43752., 0., 24167., 0., 0., 0., 0., 0., 0., 0., 0., 246., 0., 2083., 0., 0., 1820780, 799970, 1092761, 44599, 575709, 266169, 357900, 706030
2022-01-08, 2557250, 55546, 209134, 1799., 0., 0., 43013., 0., 24313., 0., 0., 0., 0., 0., 0., 0., 0., 244., 0., 2098., 0., 0., 1755078, 802172, 1090048, 44404, 574645, 265645, 356704, 704512
2022-01-09, 2553166, 55216, 208435, 1793., 0., 0., 42703., 0., 24309., 0., 0., 0., 0., 0., 0., 0., 0., 242., 0., 2115., 0., 0., 1751960, 801206, 1087321, 44237, 573407, 265235, 355322, 702915
2022-01-10, 2610427, 55022, 208085, 1803., 0., 0., 42492., 0., 24362., 0., 0., 0., 0., 0., 0., 0., 0., 242., 0., 2112., 0., 0., 1813124, 797304, 1085255, 44140, 572473, 264887, 354247, 701664
2022-01-11, 2635269, 54900, 207799, 1798., 0., 0., 42263., 0., 24499., 0., 0., 0., 0., 0., 0., 0., 0., 240., 0., 2111., 0., 0., 1818894, 816375, 1083170, 44109, 571676, 264639, 353239, 700353
2022-01-12, 2576538, 54697, 207450, 1785., 0., 0., 42081., 0., 24601., 0., 0., 0., 0., 0., 0., 0., 0., 240., 0., 2102., 0., 0., 1761299, 815239, 1081499, 44105, 571159, 264449, 352391, 699348
2022-01-13, 2582171, 54490, 206969, 1784., 0., 0., 42289., 0., 24712., 0., 0., 0., 0., 0., 0., 0., 0., 240., 0., 2080., 0., 0., 1764770, 817402, 1079413, 43997, 570428, 264163, 351255, 698119
2022-01-14, 2578016, 54465, 206739, 1781., 0., 0., 42756., 0., 24814., 0., 0., 0., 0., 0., 0., 0., 0., 241., 0., 2076., 0., 0., 1763985, 814031, 1077810, 44010, 569872, 264065, 350382, 696943
2022-01-15, 2577071, 54685, 206534, 1780., 0., 0., 43260., 0., 24913., 0., 0., 0., 0., 0., 0., 0., 0., 242., 0., 2079., 0., 0., 1762544, 814527, 1076865, 44052, 569749, 264145, 349855, 696119
2022-01-16, 2623627, 54901, 206537, 1775., 0., 0., 43450., 0., 24907., 0., 0., 0., 0., 0., 0., 0., 0., 242., 0., 2068., 0., 0., 1816961, 806666, 1076481, 44095, 569854, 264299, 349534, 695666
