Metric, Organic traffic, Organic positions: 1–3, Organic positions: 4–10, SERP Features: Featured snippet (Owned), SERP Features: AI Overview (Owned), SERP Features: Local pack (Owned), SERP Features: Sitelinks (Owned), SERP Features: Top stories (Owned), SERP Features: Image pack (Owned), SERP Features: Videos (Owned), SERP Features: Discussions and forums (Owned), SERP Features: X (Twitter) (Owned), SERP Features: Top ads (Owned), SERP Features: Bottom ads (Owned), SERP Features: Paid sitelinks (Owned), SERP Features: Shopping ads (Owned), SERP Features: Knowledge card (Owned), SERP Features: Knowledge panel (Owned), SERP Features: People also ask (Owned), SERP Features: Thumbnail (Owned), SERP Features: Video preview (Owned), SERP Features: Shopping (Owned), Organic traffic: Branded, Organic traffic: Non-branded, Organic positions by intent: Informational, Organic positions by intent: Navigational, Organic positions by intent: Commercial, Organic positions by intent: Transactional, Organic positions by intent: Branded, Organic positions by intent: Local
Volume, Monthly volume, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, Monthly volume, Monthly volume, -, -, -, -, -, -
Location, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations
2015-09-29, 1168300, 12184, 42290, 0., 0., 0., 4912., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 946327, 221974, 189308, 7479, 109726, 62830, 35340, 123210
2015-09-30, 1154929, 12198, 42356, 0., 0., 0., 4928., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 932426, 222503, 189906, 7507, 109936, 62920, 35476, 123487
2015-10-01, 1075640, 12200, 42402, 0., 0., 0., 4927., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 872232, 203408, 190350, 7524, 110103, 62998, 35562, 123806
2015-10-02, 1079472, 12216, 42410, 0., 0., 0., 4931., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 862425, 217047, 190839, 7528, 110260, 63070, 35655, 124119
2015-10-03, 1045288, 12236, 42437, 0., 0., 0., 4943., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 839216, 206072, 191331, 7529, 110403, 63146, 35730, 124473
2015-10-04, 1084246, 12285, 42464, 0., 0., 0., 4952., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 879953, 204293, 191820, 7558, 110574, 63215, 35880, 124762
2015-10-05, 1084354, 12321, 42469, 0., 0., 0., 4952., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 874017, 210337, 192166, 7557, 110733, 63257, 35953, 125007
2015-10-06, 1099067, 12358, 42449, 0., 0., 0., 4976., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 885826, 213240, 192581, 7592, 110950, 63363, 36084, 125244
2015-10-07, 1084625, 12382, 42473, 0., 0., 0., 4986., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 872225, 212399, 193084, 7621, 111098, 63406, 36227, 125540
2015-10-08, 1043352, 12411, 42519, 0., 0., 0., 4987., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 841455, 201896, 193448, 7631, 111280, 63490, 36288, 125818
2015-10-09, 1046319, 12408, 42518, 0., 0., 0., 5001., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 844302, 202017, 193741, 7633, 111360, 63510, 36365, 126016
2015-10-10, 1042660, 12434, 42552, 0., 0., 0., 5011., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 842191, 200470, 194118, 7662, 111490, 63543, 36477, 126218
2015-10-11, 1064580, 12451, 42557, 0., 0., 0., 5009., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 847003, 217577, 194432, 7680, 111569, 63550, 36560, 126437
2015-10-12, 1093444, 12450, 42559, 0., 0., 0., 5019., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 877028, 216417, 194685, 7673, 111667, 63602, 36632, 126678
2015-10-13, 1056855, 12432, 42564, 0., 0., 0., 5042., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 847624, 209231, 194932, 7688, 111749, 63632, 36689, 126887
2015-10-14, 1057530, 12456, 42571, 0., 0., 0., 5047., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 845443, 212087, 195171, 7677, 111809, 63623, 36749, 127096
2015-10-15, 1058219, 12466, 42573, 0., 0., 0., 5053., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 846495, 211724, 195392, 7692, 111890, 63681, 36847, 127212
2015-10-16, 1086269, 12482, 42585, 0., 0., 0., 5055., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 874287, 211982, 195502, 7682, 111875, 63650, 36901, 127325
2015-10-17, 1056202, 12476, 42610, 0., 0., 0., 5056., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 840026, 216176, 195859, 7700, 112034, 63731, 37042, 127567
2015-10-18, 1055486, 12495, 42659, 0., 0., 0., 5073., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 848288, 207197, 196333, 7718, 112188, 63722, 37182, 127870
2015-10-19, 1089612, 12530, 42659, 0., 0., 0., 5091., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 876215, 213396, 196833, 7753, 112354, 63812, 37336, 128182
2015-10-20, 1059008, 12562, 42714, 0., 0., 0., 5112., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 843831, 215177, 197292, 7812, 112499, 63874, 37571, 128323
2015-10-21, 1058724, 12579, 42776, 0., 0., 0., 5127., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 840662, 218062, 197416, 7801, 112540, 63911, 37558, 128397
2015-10-22, 1045944, 12593, 42787, 0., 0., 0., 5133., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 839110, 206834, 197429, 7802, 112511, 63891, 37536, 128353
2015-10-23, 1048463, 12599, 42860, 0., 0., 0., 5141., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 838535, 209928, 197607, 7834, 112497, 63902, 37571, 128375
2015-10-24, 1074188, 12632, 42937, 0., 0., 0., 5149., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 868365, 205822, 197670, 7868, 112525, 63906, 37567, 128359
2015-10-25, 1049032, 12647, 42973, 0., 0., 0., 5145., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 843264, 205768, 197593, 7883, 112465, 63905, 37588, 128266
2015-10-26, 1058227, 12629, 43028, 0., 0., 0., 5154., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1., 0., 0., 846181, 212046, 197333, 7896, 112358, 63863, 37568, 128024
2015-10-27, 1091032, 12649, 43104, 0., 0., 0., 5178., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1., 0., 0., 876290, 214742, 197266, 7924, 112371, 63884, 37576, 127871
2015-10-28, 1063669, 12673, 43136, 0., 0., 0., 5178., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 2., 0., 0., 855420, 208249, 197325, 7944, 112386, 63854, 37648, 127789
2015-10-29, 1073672, 12685, 43170, 0., 0., 0., 5170., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 2., 0., 0., 851069, 222603, 197339, 7972, 112414, 63846, 37689, 127692
2015-10-30, 1058002, 12687, 43148, 0., 0., 0., 5182., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 2., 0., 0., 840590, 217411, 197128, 7970, 112233, 63736, 37684, 127531
2015-10-31, 1061454, 12711, 43140, 0., 0., 0., 5205., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 3., 0., 0., 841206, 220248, 197104, 7973, 112227, 63719, 37708, 127445
2015-11-01, 1030362, 12765, 43198, 0., 0., 0., 5218., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 3., 0., 0., 819738, 210624, 197103, 8008, 112222, 63727, 37761, 127321
2015-11-02, 1028388, 12757, 43229, 0., 0., 0., 5210., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4., 0., 0., 819010, 209377, 197196, 8012, 112269, 63761, 37797, 127390
2015-11-03, 1059033, 12777, 43229, 0., 0., 0., 5215., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4., 0., 0., 848424, 210609, 197241, 8029, 112400, 63849, 37775, 127384
2015-11-04, 1054398, 12790, 43248, 0., 0., 0., 5227., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4., 0., 0., 845691, 208707, 197081, 8012, 112308, 63788, 37752, 127193
2015-11-05, 1085227, 12819, 43283, 0., 0., 0., 5237., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 870571, 214656, 197360, 8048, 112427, 63869, 37880, 127335
2015-11-06, 1080685, 12841, 43314, 0., 0., 0., 5237., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 866027, 214658, 197277, 8067, 112377, 63809, 37882, 127238
2015-11-07, 1080681, 12842, 43312, 0., 0., 0., 5249., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 6., 0., 0., 866027, 214654, 197279, 8066, 112377, 63810, 37881, 127240
2015-11-08, 1103333, 12843, 43373, 0., 0., 0., 5258., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 6., 0., 0., 878613, 224719, 197359, 8102, 112412, 63854, 37951, 127258
2015-11-09, 1038935, 12860, 43411, 0., 0., 0., 5242., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 6., 0., 0., 824716, 214219, 197471, 8129, 112484, 63872, 38013, 127271
2015-11-10, 1309026, 12861, 43413, 0., 0., 0., 5273., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 8., 0., 0., 1096416, 212610, 197450, 8137, 112480, 63879, 38036, 127263
2015-11-11, 1075489, 12882, 43505, 0., 0., 0., 5285., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 10., 0., 0., 863928, 211561, 197608, 8203, 112543, 63910, 38171, 127215
2015-11-12, 1081134, 12948, 43623, 0., 0., 0., 5320., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 10., 0., 0., 866518, 214617, 197901, 8274, 112721, 64023, 38365, 127282
2015-11-13, 1094196, 13014, 43777, 0., 0., 0., 5325., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 10., 0., 0., 879001, 215194, 198340, 8382, 113102, 64243, 38601, 127384
2015-11-14, 1079026, 13057, 43826, 0., 0., 0., 5322., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 10., 0., 0., 853444, 225582, 198674, 8416, 113276, 64339, 38757, 127514
2015-11-15, 1108453, 13188, 43974, 0., 0., 0., 5352., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 10., 0., 0., 869291, 239162, 198949, 8472, 113485, 64463, 38849, 127437
2015-11-16, 1099799, 13287, 44094, 0., 0., 0., 5371., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 10., 0., 0., 855946, 243852, 199262, 8527, 113786, 64684, 38893, 127545
2015-11-17, 1088285, 13350, 44220, 0., 0., 0., 5365., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 11., 0., 0., 859697, 228588, 199271, 8518, 113919, 64772, 38888, 127515
2015-11-18, 1027837, 13410, 44304, 0., 0., 0., 5379., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 11., 0., 0., 781829, 246007, 199755, 8504, 114285, 64969, 39008, 127799
2015-11-19, 1098483, 13514, 44355, 0., 0., 0., 5406., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 9., 0., 0., 854950, 243533, 200211, 8512, 114542, 65070, 39134, 128036
2015-11-20, 1023374, 13632, 44540, 0., 0., 0., 5405., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 10., 0., 0., 780454, 242920, 201111, 8534, 114974, 65277, 39395, 128532
2015-11-21, 1098493, 13793, 44770, 0., 0., 0., 5425., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 8., 0., 0., 855637, 242856, 202133, 8544, 115439, 65505, 39686, 129060
2015-11-22, 1147900, 13849, 44910, 0., 0., 0., 5412., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 8., 0., 0., 886269, 261631, 202701, 8537, 115646, 65588, 39817, 129318
2015-11-23, 1136172, 13903, 45012, 0., 0., 0., 5451., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 8., 0., 0., 883372, 252800, 203261, 8538, 115821, 65662, 39957, 129640
2015-11-24, 1120693, 14170, 46683, 0., 0., 0., 5915., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 8., 0., 0., 871909, 248784, 217062, 9579, 124355, 70697, 43721, 137609
2015-11-25, 1124225, 16135, 50814, 0., 0., 0., 6048., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 8., 0., 0., 872274, 251950, 236212, 10458, 137297, 78382, 47469, 150254
2015-11-26, 1130164, 16772, 53552, 0., 0., 0., 6138., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 8., 0., 0., 871297, 258866, 252600, 11228, 148110, 84893, 51017, 160776
2015-11-27, 1090738, 17270, 55973, 0., 0., 0., 6213., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 8., 0., 0., 844190, 246548, 266794, 11613, 157849, 91005, 53346, 170735
2015-11-28, 1114781, 17630, 58027, 0., 0., 0., 6249., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 8., 0., 0., 865708, 249073, 279661, 11984, 166074, 95988, 55643, 179610
2015-11-29, 1044157, 17912, 59811, 0., 0., 0., 6296., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 7., 0., 0., 793850, 250307, 291009, 12339, 173102, 100150, 57727, 187340
2015-11-30, 1136614, 18186, 61488, 0., 0., 0., 7177., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 7., 0., 0., 888828, 247786, 301585, 12705, 179548, 103984, 59833, 194561
2015-12-01, 1146058, 22030, 67948, 0., 0., 0., 8137., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 9., 0., 0., 884797, 261261, 323338, 13291, 195354, 113610, 62994, 209765
2015-12-02, 1158000, 25922, 74208, 0., 0., 0., 8902., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 9., 0., 0., 879511, 278489, 344889, 13881, 210875, 122944, 66134, 224785
2015-12-03, 1132685, 29254, 80055, 0., 0., 0., 10405., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 9., 0., 0., 850783, 281902, 365265, 14474, 224906, 131164, 69302, 238908
2015-12-04, 1161770, 35038, 89571, 0., 0., 0., 11692., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 9., 0., 0., 872025, 289745, 393769, 15387, 245458, 143277, 73812, 258544
2015-12-05, 1175663, 40551, 98439, 0., 0., 0., 12842., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 10., 0., 0., 866635, 309028, 421294, 16361, 264387, 154157, 78356, 277433
2015-12-06, 1165594, 45141, 105654, 0., 0., 0., 13674., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 11., 0., 0., 851820, 313774, 444720, 17153, 280399, 163446, 82341, 293324
2015-12-07, 1154277, 48709, 111877, 0., 0., 0., 14338., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 11., 0., 0., 829849, 324429, 465342, 17907, 293913, 171203, 86244, 307195
2015-12-08, 1100580, 50960, 117312, 0., 0., 0., 14989., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 10., 0., 0., 771596, 328984, 483554, 18599, 306044, 178272, 89798, 319708
2015-12-09, 1185850, 53332, 122213, 0., 0., 0., 15862., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 10., 0., 0., 847460, 338390, 500784, 19239, 317049, 184452, 93327, 331190
2015-12-10, 1436639, 56332, 127733, 0., 0., 0., 16369., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 10., 0., 0., 1096250, 340389, 519356, 19970, 329180, 191420, 97096, 343565
2015-12-11, 1197330, 58678, 132488, 0., 0., 0., 16949., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 10., 0., 0., 845132, 352198, 535778, 20583, 339630, 197162, 100512, 354481
2015-12-12, 1229066, 61303, 137534, 0., 0., 0., 17484., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 10., 0., 0., 875391, 353675, 553129, 21300, 350410, 203120, 104035, 366086
2015-12-13, 1193281, 63711, 142017, 0., 0., 0., 17870., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 10., 0., 0., 838305, 354976, 569019, 22008, 360083, 208416, 107554, 376624
2015-12-14, 1222322, 65792, 146109, 0., 0., 0., 18183., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 10., 0., 0., 857415, 364907, 582873, 22487, 368767, 213488, 110473, 386090
2015-12-15, 1229023, 67414, 149162, 0., 0., 0., 18275., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 9., 0., 0., 859243, 369781, 593322, 22909, 375343, 217316, 112700, 393175
2015-12-16, 1217654, 67929, 150012, 0., 0., 0., 18548., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 8., 0., 0., 845254, 372401, 596410, 23062, 377120, 218243, 113393, 395143
2015-12-17, 1227041, 69484, 152659, 0., 0., 0., 18547., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 8., 0., 0., 849392, 377649, 605584, 23419, 382783, 221441, 115352, 401278
2015-12-18, 1229042, 69697, 153133, 0., 0., 0., 18972., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 8., 0., 0., 847236, 381806, 607090, 23459, 383628, 221902, 115715, 402309
2015-12-19, 1245012, 71710, 156953, 0., 0., 0., 19038., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 6., 0., 0., 861866, 383146, 619278, 23887, 391458, 226424, 118213, 410584
2015-12-20, 1251776, 72047, 157583, 0., 0., 0., 19201., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 6., 0., 0., 859625, 392150, 621497, 23952, 392842, 227166, 118729, 412102
2015-12-21, 1260657, 73076, 159316, 0., 0., 0., 19296., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 6., 0., 0., 862481, 398176, 627662, 24207, 396733, 229398, 120095, 416289
2015-12-22, 1259639, 73806, 160601, 0., 0., 0., 19321., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 6., 0., 0., 860396, 399243, 631790, 24334, 399319, 230873, 120984, 419063
2015-12-23, 1264919, 73923, 160854, 0., 0., 0., 19486., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 6., 0., 0., 862752, 402167, 632679, 24350, 399718, 231021, 121206, 419574
2015-12-24, 1245605, 74827, 162403, 0., 0., 0., 19613., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 847273, 398332, 637642, 24551, 402912, 232870, 122286, 422930
2015-12-25, 1267485, 75606, 163638, 0., 0., 0., 19746., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 863217, 404268, 641829, 24710, 405766, 234538, 123164, 425880
2015-12-26, 1490228, 76210, 164466, 0., 0., 0., 20046., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 1082183, 408045, 644038, 24735, 407372, 235433, 123544, 427553
2015-12-27, 1267034, 78117, 167427, 0., 0., 0., 20338., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 852392, 414643, 653524, 25098, 414010, 239561, 125273, 434486
2015-12-28, 1259873, 79930, 170398, 0., 0., 0., 20597., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 837328, 422545, 662349, 25428, 420427, 243545, 126765, 441005
2015-12-29, 1302524, 81928, 173471, 0., 0., 0., 20627., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 873570, 428954, 673059, 25711, 428692, 248962, 128343, 449129
2015-12-30, 1304403, 82073, 173837, 0., 0., 0., 20634., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 873082, 431321, 675059, 25803, 430093, 249802, 128583, 450201
2015-12-31, 1296723, 82118, 174161, 0., 0., 0., 20579., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 871739, 424983, 677281, 25868, 431696, 250784, 128886, 451613
2016-01-01, 1359880, 81976, 174190, 0., 0., 0., 20530., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 923274, 436606, 677629, 25890, 432108, 251021, 128871, 451806
2016-01-02, 1361716, 81807, 174057, 0., 0., 0., 20479., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 926016, 435700, 677660, 25885, 432381, 251213, 128815, 451816
2016-01-03, 1268175, 81546, 173845, 0., 0., 0., 20402., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4., 0., 0., 833736, 434439, 677250, 25826, 432234, 251156, 128612, 451564
2016-01-04, 1362119, 81282, 173451, 0., 0., 0., 20307., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4., 0., 0., 918291, 443828, 676419, 25792, 431735, 250909, 128348, 450991
2016-01-05, 1400008, 81079, 173192, 0., 0., 0., 20324., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4., 0., 0., 955586, 444422, 675273, 25716, 431006, 250527, 128030, 450259
2016-01-06, 1366109, 81074, 173275, 0., 0., 0., 20322., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4., 0., 0., 920116, 445993, 675400, 25709, 431218, 250674, 128048, 450415
2016-01-07, 1361945, 81080, 173317, 0., 0., 0., 20302., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4., 0., 0., 922912, 439033, 675765, 25789, 431501, 250860, 128134, 450641
2016-01-08, 1359906, 81068, 173340, 0., 0., 0., 20302., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4., 0., 0., 920908, 438998, 675882, 25803, 431574, 250894, 128152, 450726
2016-01-09, 1359975, 81060, 173335, 0., 0., 0., 20302., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4., 0., 0., 920905, 439069, 675835, 25802, 431548, 250881, 128143, 450693
2016-01-10, 1359858, 81060, 173334, 0., 0., 0., 20338., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 4., 0., 0., 920905, 438953, 675812, 25803, 431529, 250870, 128139, 450678
2016-01-11, 1397416, 81159, 173454, 0., 0., 0., 20336., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 949576, 447840, 676160, 25810, 431809, 251050, 128209, 450847
2016-01-12, 1428629, 81205, 173493, 0., 0., 0., 20350., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 971213, 457416, 676401, 25798, 431989, 251136, 128233, 450971
2016-01-13, 1389010, 81274, 173812, 0., 0., 0., 20335., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 938553, 450457, 677189, 25836, 432552, 251502, 128358, 451431
2016-01-14, 1406414, 81397, 173985, 0., 0., 0., 20371., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 948710, 457704, 677991, 25865, 433053, 251786, 128502, 451902
2016-01-15, 1420093, 81507, 174437, 0., 0., 0., 20414., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 969486, 450608, 679014, 25961, 433769, 252242, 128711, 452572
2016-01-16, 1418282, 81750, 174923, 0., 0., 0., 20416., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 950222, 468060, 680537, 26060, 434788, 252853, 129016, 453536
2016-01-17, 1436856, 81832, 175017, 0., 0., 0., 20410., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 974878, 461978, 681060, 26081, 435093, 253079, 129150, 453854
2016-01-18, 1423217, 81835, 175104, 0., 0., 0., 20379., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 960220, 462997, 681371, 26100, 435297, 253160, 129194, 454083
2016-01-19, 1446395, 81961, 175389, 0., 0., 0., 20375., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 979777, 466618, 682273, 26143, 435922, 253560, 129375, 454751
2016-01-20, 1432359, 82164, 175947, 0., 0., 0., 20338., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 976241, 456117, 684379, 26220, 437377, 254370, 129693, 456043
2016-01-21, 1672768, 82305, 176177, 0., 0., 0., 20363., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 1219586, 453182, 685620, 26275, 438211, 254810, 129917, 456812
2016-01-22, 1414133, 82431, 176468, 0., 0., 0., 20365., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 5., 0., 0., 967720, 446413, 686757, 26337, 439058, 255294, 130090, 457612
2016-01-23, 1377370, 82605, 176801, 0., 0., 0., 20347., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 6., 0., 0., 932535, 444835, 688207, 26371, 440107, 255921, 130238, 458539
2016-01-24, 1630634, 82597, 176912, 0., 0., 0., 20227., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 7., 0., 0., 1183558, 447075, 688118, 26327, 440156, 255992, 130096, 458461
2016-01-25, 1400005, 82431, 176507, 0., 0., 0., 19818., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 7., 0., 0., 940687, 459318, 686248, 26256, 439205, 255588, 129596, 457323
2016-01-26, 1384296, 80907, 174032, 0., 0., 0., 19402., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 7., 0., 0., 938349, 445947, 676992, 25935, 433395, 252087, 127729, 451018
2016-01-27, 1415804, 78864, 169999, 0., 0., 0., 19070., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 8., 0., 0., 977194, 438609, 663051, 25432, 424538, 246783, 125046, 441189
